number,value,params_alpha,params_colsample_bytree,params_eval_metric,params_lambda,params_learning_rate,params_max_depth,params_min_child_weight,params_objective,params_subsample,params_tree_method,state
0,0.8455449103038248,0.6651690506163935,0.6615307301674749,rmse,0.03104467032478251,0.07836930729800323,5,165,reg:squarederror,0.4003618034627899,gpu_hist,COMPLETE
1,0.8440651098176626,0.1818927878088725,0.5322203293650473,rmse,0.06154399019920574,0.010652880888314948,20,168,reg:squarederror,0.9617271550741401,gpu_hist,COMPLETE
2,0.8439401920979103,0.043308521623997544,0.9076917224482064,rmse,0.005140713816411065,0.012234876672322906,11,183,reg:squarederror,0.6894704493756134,gpu_hist,COMPLETE
3,0.8516258844203637,4.036493234420468,0.6749375696237045,rmse,0.007417276728705703,0.0064554614272892205,5,140,reg:squarederror,0.9362352179013887,gpu_hist,COMPLETE
4,0.8432074110753736,0.23483930128416883,0.5204304884439661,rmse,5.315746548588221,0.04255829415714,5,133,reg:squarederror,0.5382220017519082,gpu_hist,COMPLETE
